Filename,Label,Spectrogram_Path,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
New_AS_121.wav,AS,./Dataset/Spectrograms\AS\New_AS_121.png,-527.5471,112.5192,95.77834,71.84606,45.495922,21.452486,3.2202015,-7.6240196,-11.506396,-10.354586,-6.7553587,-3.0879147,-0.9084053
New_AS_122.wav,AS,./Dataset/Spectrograms\AS\New_AS_122.png,-525.531,111.66001,95.22751,71.69711,45.721336,21.927866,3.781615,-7.1155515,-11.11998,-10.08002,-6.528176,-2.8330727,-0.5808314
New_AS_123.wav,AS,./Dataset/Spectrograms\AS\New_AS_123.png,-521.6208,112.25915,95.64387,71.86578,45.643673,21.666267,3.4354594,-7.4444027,-11.360275,-10.211478,-6.5824,-2.8753657,-0.68023115
New_AS_124.wav,AS,./Dataset/Spectrograms\AS\New_AS_124.png,-525.7918,112.63722,95.96516,72.11975,45.846127,21.84857,3.626518,-7.2339706,-11.144071,-10.0211115,-6.4533067,-2.832522,-0.7308991
New_AS_125.wav,AS,./Dataset/Spectrograms\AS\New_AS_125.png,-525.1105,111.10069,94.750824,71.34013,45.496784,21.820433,3.7502928,-7.128275,-11.173534,-10.21932,-6.770329,-3.1618168,-0.9510075
New_AS_126.wav,AS,./Dataset/Spectrograms\AS\New_AS_126.png,-525.37756,112.25679,95.72424,72.08438,46.03879,22.232342,4.1023216,-6.808164,-10.911629,-10.073995,-6.7885075,-3.3385563,-1.2150966
New_AS_127.wav,AS,./Dataset/Spectrograms\AS\New_AS_127.png,-524.9074,112.73701,96.21073,72.525185,46.34151,22.308064,3.921808,-7.179224,-11.322691,-10.346239,-6.7935543,-3.0610926,-0.7667891
New_AS_128.wav,AS,./Dataset/Spectrograms\AS\New_AS_128.png,-548.5845,82.23732,70.01158,52.532845,33.2862,15.721425,2.398012,-5.5315933,-8.3774,-7.545481,-4.9224524,-2.2420468,-0.63570625
New_AS_129.wav,AS,./Dataset/Spectrograms\AS\New_AS_129.png,-503.82175,110.05176,87.13336,56.694965,27.056574,4.863376,-6.989806,-9.608192,-6.6910505,-2.3932018,0.43763185,0.9402222,-0.18768801
New_AS_130.wav,AS,./Dataset/Spectrograms\AS\New_AS_130.png,-511.0628,110.45224,86.79897,55.743923,25.92776,3.9272008,-7.6331763,-10.074922,-7.1748595,-3.0568156,-0.45334288,-0.06408336,-1.0806552
New_AS_131.wav,AS,./Dataset/Spectrograms\AS\New_AS_131.png,-501.35037,84.87664,71.85022,53.646366,34.248997,17.238178,4.817237,-2.5289347,-5.7178693,-6.3484263,-5.950769,-5.5145164,-5.4044666
New_AS_132.wav,AS,./Dataset/Spectrograms\AS\New_AS_132.png,-516.30273,71.72016,62.228275,48.92324,34.42121,20.865398,9.585724,1.2406459,-3.9484398,-6.173844,-6.1587825,-5.093987,-4.2125497
New_AS_133.wav,AS,./Dataset/Spectrograms\AS\New_AS_133.png,-524.11145,99.141304,78.49165,50.555202,22.592785,0.90114844,-11.094107,-13.49802,-9.246701,-2.5045114,3.0752606,5.517539,4.7688155
New_AS_134.wav,AS,./Dataset/Spectrograms\AS\New_AS_134.png,-534.81366,116.22311,98.644485,73.58016,46.10572,21.215965,2.5710397,-8.248835,-11.801176,-10.216814,-6.2766213,-2.4773955,-0.38631833
New_AS_135.wav,AS,./Dataset/Spectrograms\AS\New_AS_135.png,-582.49567,88.745514,69.53323,43.652008,17.947275,-1.6973021,-12.153654,-13.638437,-9.014814,-2.2590837,3.178955,5.4642663,4.5953474
New_AS_136.wav,AS,./Dataset/Spectrograms\AS\New_AS_136.png,-503.62247,118.14779,92.8136,59.322456,26.884075,2.7038536,-10.1671505,-12.949167,-9.5718565,-4.4422727,-0.6297734,0.8436868,0.5656842
New_AS_137.wav,AS,./Dataset/Spectrograms\AS\New_AS_137.png,-502.0217,115.94162,91.2734,58.584408,26.8167,3.042382,-9.663014,-12.415988,-9.067804,-4.0244503,-0.40284532,0.75606745,0.110520825
New_AS_138.wav,AS,./Dataset/Spectrograms\AS\New_AS_138.png,-500.21057,115.72151,91.06501,58.32062,26.450058,2.6215017,-10.0303,-12.679862,-9.296561,-4.333623,-0.8265164,0.3218468,-0.15727933
New_AS_139.wav,AS,./Dataset/Spectrograms\AS\New_AS_139.png,-500.66183,116.65877,91.83359,58.83576,26.673561,2.5837,-10.220366,-12.85258,-9.277201,-4.021507,-0.2597022,0.9609104,0.29970604
New_AS_140.wav,AS,./Dataset/Spectrograms\AS\New_AS_140.png,-500.6179,85.309395,71.102425,51.231564,30.141636,11.998906,-0.4491368,-6.446226,-7.095087,-4.6510043,-1.5647628,0.35212654,0.36592233
New_AS_141.wav,AS,./Dataset/Spectrograms\AS\New_AS_141.png,-501.70218,86.08874,71.21065,51.06933,30.055523,12.003283,-0.3665376,-6.262487,-6.8778696,-4.48385,-1.46802,0.3747502,0.3240366
New_AS_142.wav,AS,./Dataset/Spectrograms\AS\New_AS_142.png,-498.8618,87.52319,72.602905,51.82959,29.947615,11.346938,-1.1564655,-6.8977137,-7.166849,-4.4079638,-1.1850818,0.679878,0.52020824
New_AS_143.wav,AS,./Dataset/Spectrograms\AS\New_AS_143.png,-489.47858,102.789024,85.07658,60.40551,34.403736,12.291719,-2.5631733,-9.338869,-9.539946,-6.0618725,-1.9715447,0.5195012,0.5603844
New_AS_144.wav,AS,./Dataset/Spectrograms\AS\New_AS_144.png,-429.57227,100.85888,78.76802,53.7065,28.578842,8.562436,-4.455202,-9.227019,-6.7737484,-2.3103204,-1.3420749,-1.088428,-0.20490707
New_AS_145.wav,AS,./Dataset/Spectrograms\AS\New_AS_145.png,-423.38715,97.92087,74.14128,53.222187,26.072876,8.834405,-4.1406126,-6.8505607,-7.0067143,-3.2830334,-1.7042446,-0.12561318,-1.2354211
New_AS_146.wav,AS,./Dataset/Spectrograms\AS\New_AS_146.png,-453.1027,103.49105,83.57003,56.709377,29.815481,8.606326,-4.0852237,-8.62659,-7.6291203,-4.386361,-1.506455,-0.2548087,-0.65601474
New_AS_147.wav,AS,./Dataset/Spectrograms\AS\New_AS_147.png,-454.9525,103.757286,83.95203,57.23878,30.469822,9.310399,-3.4435594,-8.168031,-7.445802,-4.5050836,-1.8678818,-0.7253485,-1.078044
New_AS_148.wav,AS,./Dataset/Spectrograms\AS\New_AS_148.png,-460.69302,101.545456,81.735344,55.24383,29.00852,8.57717,-3.4805484,-7.717317,-6.769001,-3.8226292,-1.3165674,-0.33877403,-0.783685
New_AS_149.wav,AS,./Dataset/Spectrograms\AS\New_AS_149.png,-449.7587,104.26416,84.47708,57.697556,30.723154,9.249924,-3.8143015,-8.716694,-7.971579,-4.833762,-1.9168302,-0.50057095,-0.61948174
New_AS_150.wav,AS,./Dataset/Spectrograms\AS\New_AS_150.png,-423.21323,95.23377,72.38507,52.51752,26.244192,9.486302,-3.4760754,-6.3813343,-6.8522744,-3.306762,-1.8895574,-0.36442092,-1.586598
